gse_id,species,catalog_species,protocol,nrows,ncols,n_genes,nnz,density,is_usa,pz_bytes,raw_int32_bytes,ratio,bits_per_nz,codec,has_transpose,has_obs_var,num_chunks
GSE242343,Mus musculus,Mus musculus,10xv3,171540,238559,57180,78775118,0.001925,True,79863923,631155184,7.903,8.111,vocsc+zstd,False,True,233
GSE242382,Homo sapiens,Homo sapiens,10xv3,115818,11534,38606,36360256,0.027219,True,27390453,290928188,10.622,6.026,vocsc+zstd,False,True,12
GSE242477,Homo sapiens,Homo sapiens,10x_suspect,115818,22800,38606,13959607,0.005286,True,13796936,111768060,8.101,7.907,vocsc+zstd,False,True,23
GSE242483,Danio rerio,Danio rerio,10xv3,97560,2588,32520,5955635,0.023588,True,5681923,47655436,8.387,7.632,vocsc+zstd,False,True,3
GSE242494,Mus musculus,,,171540,11395,57180,8312980,0.004253,True,8360851,66549424,7.96,8.046,vocsc+zstd,False,True,12
GSE242531,Homo sapiens,Homo sapiens,10x_suspect,115818,23166,38606,106798376,0.039805,True,75983394,854479676,11.246,5.692,vocsc+zstd,False,True,23
GSE242695,Homo sapiens,Homo sapiens,10x_suspect,115818,11940,38606,12734533,0.009209,True,11351065,101924028,8.979,7.131,vocsc+zstd,False,True,12
GSE242707,Mus musculus,Mus musculus,10xv2,171540,3906,57180,26159599,0.039042,True,19337589,209292420,10.823,5.914,vocsc+zstd,False,True,4
GSE242712,Mus musculus,Mus musculus,10xv3,171540,7428,57180,36808125,0.028887,True,29371591,294494716,10.027,6.384,vocsc+zstd,False,True,8
GSE242732,Mus musculus,Mus musculus,10xv3,171540,4609,57180,18313531,0.023163,True,15222085,146526688,9.626,6.65,vocsc+zstd,False,True,5
GSE242777,Homo sapiens,Homo sapiens,10x_suspect,115818,51345,38606,188215675,0.031651,True,133974842,1505930784,11.24,5.695,vocsc+zstd,False,True,51
GSE242780,Homo sapiens,Homo sapiens,10xv2,115818,9402,38606,2953002,0.002712,True,3940293,23661628,6.005,10.675,vocsc+zstd,False,True,10
GSE242790,Homo sapiens,Homo sapiens,10xv3_5prime,115818,48091,38606,20227640,0.003632,True,20634920,162013488,7.851,8.161,vocsc+zstd,False,True,47
GSE242820,Mus musculus,,,171540,9751,57180,24934880,0.014907,True,20910619,199518048,9.541,6.709,vocsc+zstd,False,True,10
GSE242836,Mus musculus,Mus musculus,10xv3,171540,8977,57180,49360720,0.032054,True,38702362,394921672,10.204,6.273,vocsc+zstd,False,True,9
GSE242864,Mus musculus,Mus musculus,10xv3,171540,156192,57180,545683145,0.020366,True,423526253,4366089932,10.309,6.209,vocsc+zstd,False,True,153
GSE242927,Mus musculus,Mus musculus,10x_suspect,171540,57452,57180,201867573,0.020483,True,153648441,1615170396,10.512,6.089,vocsc+zstd,False,True,57
GSE242934,Mus musculus,Mus musculus,unknown,171540,9045,57180,53373709,0.0344,True,40336732,427025856,10.587,6.046,vocsc+zstd,False,True,9
GSE242968,Mus musculus,Mus musculus,10x_suspect,171540,37708,57180,140530055,0.021726,True,111467065,1124391276,10.087,6.346,vocsc+zstd,False,True,37
GSE243002,Homo sapiens,Homo sapiens,10x_suspect,115818,15647,38606,2502078,0.001381,True,3810827,20079216,5.269,12.185,vocsc+zstd,False,True,16
GSE243033,Homo sapiens,Homo sapiens,10xv3,115818,5698,38606,10677138,0.016179,True,9403602,85439900,9.086,7.046,vocsc+zstd,False,True,6
GSE243037,Drosophila melanogaster,Drosophila melanogaster,10xv3,72834,233956,24278,23572798,0.001383,True,26628758,189518212,7.117,9.037,vocsc+zstd,False,True,229
GSE243100,Mus musculus,Mus musculus,10xv3,171540,8523,57180,63333382,0.043319,True,46314100,506701152,10.941,5.85,vocsc+zstd,False,True,9
GSE243119,Mus musculus,,,171540,3718,57180,14364173,0.022522,True,12401748,114928260,9.267,6.907,vocsc+zstd,False,True,4
GSE243202,Mus musculus,Mus musculus,10xv3,171540,24664,57180,45175393,0.010678,True,36902591,361501804,9.796,6.535,vocsc+zstd,False,True,25
GSE243227,Homo sapiens,Homo sapiens,10xv3,115818,5406,38606,5260484,0.008402,True,5487543,42105500,7.673,8.345,vocsc+zstd,False,True,6
GSE243289,Mus musculus,Mus musculus,10x_suspect,171540,59488,57180,22587991,0.002214,True,23769604,180941884,7.612,8.418,vocsc+zstd,False,True,59
GSE243292,Homo sapiens,Homo sapiens,10x_suspect,115818,128770,38606,53952659,0.003618,True,53837822,432136356,8.027,7.983,vocsc+zstd,False,True,126
GSE243325,Homo sapiens,Homo sapiens,10x_suspect,115818,36875,38606,20164863,0.004722,True,19169236,161466408,8.423,7.605,vocsc+zstd,False,True,37
GSE243413,Mus musculus,Mus musculus,10xv2,171540,28475,57180,36198344,0.007411,True,30510615,289700656,9.495,6.743,vocsc+zstd,False,True,28
GSE243429,Mus musculus,Mus musculus,10xv3,171540,35393,57180,206372716,0.033991,True,139477237,1651123304,11.838,5.407,vocsc+zstd,False,True,35
GSE243446,Homo sapiens,Homo sapiens,10xv3,115818,39605,38606,160987355,0.035097,True,131273643,1288057264,9.812,6.523,vocsc+zstd,False,True,39
GSE243580,Mus musculus,,,171540,5646,57180,12116666,0.012511,True,10641645,96955916,9.111,7.026,vocsc+zstd,False,True,6
GSE243639,Homo sapiens,Homo sapiens,10xv3,115818,263811,38606,103527190,0.003388,True,99540310,829272768,8.331,7.692,vocsc+zstd,False,True,258
GSE243718,Mus musculus,Mus musculus,10x_suspect,171540,7291,57180,45830977,0.036644,True,34085656,366676984,10.758,5.95,vocsc+zstd,False,True,8
GSE243750,Homo sapiens,,,115818,348510,38606,147970090,0.003666,True,147726980,1185154764,8.023,7.987,vocsc+zstd,False,True,341
GSE243830,Macaca mulatta,Macaca mulatta; Homo sapiens,10xv3,106296,3855,35432,9165965,0.022369,True,8243316,73343144,8.897,7.195,vocsc+zstd,False,True,4
GSE243922,Mus musculus,,,171540,2293,57180,13915519,0.035378,True,10958675,111333328,10.159,6.3,vocsc+zstd,False,True,3
GSE243927,Homo sapiens,Homo sapiens,10x_suspect,115818,77048,38606,22321641,0.002501,True,27599337,178881324,6.481,9.892,vocsc+zstd,False,True,76
GSE243964,Mus musculus,,,171540,9804,57180,28611111,0.017012,True,22340014,228928108,10.247,6.247,vocsc+zstd,False,True,10
GSE244028,Homo sapiens,Homo sapiens,10xv3,115818,50841,38606,140965602,0.02394,True,106086331,1127928184,10.632,6.021,vocsc+zstd,False,True,50
GSE244031,Homo sapiens,Homo sapiens,10xv3,115818,72410,38606,269933160,0.032187,True,222642810,2159754924,9.701,6.598,vocsc+zstd,False,True,71
GSE244033,Mus musculus,Mus musculus,10x_suspect,171540,83200,57180,386030052,0.027048,True,272455276,3088573220,11.336,5.646,vocsc+zstd,False,True,82
GSE244164,Homo sapiens,Homo sapiens,10xv3_5prime,115818,23694,38606,14511281,0.005288,True,13857526,116185028,8.384,7.64,vocsc+zstd,False,True,24
GSE244172,Mus musculus,Mus musculus,10x_suspect,171540,6989,57180,9654763,0.008053,True,9836061,77266064,7.855,8.15,vocsc+zstd,False,True,7
GSE244181,Mus musculus,,,171540,28688,57180,59122496,0.012014,True,49029178,473094724,9.649,6.634,vocsc+zstd,False,True,29
GSE244215,Mus musculus,Mus musculus,10x_suspect,171540,35446,57180,118503291,0.019489,True,93578040,948168116,10.132,6.317,vocsc+zstd,False,True,35
GSE244262,Homo sapiens,Homo sapiens,10xv3,115818,36294,38606,140152498,0.033342,True,103661847,1121365164,10.818,5.917,vocsc+zstd,False,True,36
GSE244279,Mus musculus,Mus musculus,10xv3,171540,160580,57180,27959099,0.001015,True,32396814,224315116,6.924,9.27,vocsc+zstd,False,True,157
GSE244281,Homo sapiens,Homo sapiens,10xv3,115818,2998,38606,6991903,0.020137,True,6366531,55947220,8.788,7.284,vocsc+zstd,False,True,3
GSE244293,Macaca mulatta,Macaca mulatta,10xv3,106296,13031,35432,4303324,0.003107,True,5381509,34478720,6.407,10.004,vocsc+zstd,False,True,13
GSE244370,Homo sapiens,Homo sapiens,10x_multiome,115818,7135,38606,15754083,0.019064,True,13068613,126061208,9.646,6.636,vocsc+zstd,False,True,7
GSE244390,Mus musculus,Mus musculus,10xv3,171540,690,57180,4898622,0.041387,True,5158104,39191740,7.598,8.424,vocsc+zstd,False,True,1
GSE244392,Mus musculus,Mus musculus,10xv3,171540,537791,57180,221024464,0.002396,True,199497026,1770346880,8.874,7.221,vocsc+zstd,False,True,526
GSE244422,Mus musculus,Mus musculus,10xv3,171540,11478,57180,40966153,0.020806,True,32733962,327775140,10.013,6.392,vocsc+zstd,False,True,12
GSE244451,Rattus norvegicus,Rattus norvegicus,10xv3,91686,319323,30562,293958485,0.01004,True,236834556,2352945176,9.935,6.445,vocsc+zstd,False,True,312
GSE244515,Homo sapiens,Homo sapiens,10xv3,115818,24322,38606,71901805,0.025525,True,57319500,575311732,10.037,6.378,vocsc+zstd,False,True,24
GSE244536,Mus musculus,Mus musculus,10xv3,171540,15,57180,5922,0.002302,True,1564188,47440,0.03,2113.054,vocsc+zstd,False,True,1
GSE244589,Homo sapiens,,,115818,21223,38606,59203854,0.024086,True,47457462,473715728,9.982,6.413,vocsc+zstd,False,True,21
GSE244595,Mus musculus,Mus musculus,10x_suspect,171540,211045,57180,34556733,0.000955,True,38664582,277298048,7.172,8.951,vocsc+zstd,False,True,207
GSE244627,Mus musculus,Mus musculus,10xv3,171540,57604,57180,72695741,0.007357,True,60736923,581796348,9.579,6.684,vocsc+zstd,False,True,57
GSE244662,Homo sapiens,Homo sapiens,10xv3,115818,17338,38606,138242496,0.068844,True,103251745,1106009324,10.712,5.975,vocsc+zstd,False,True,17
GSE244673,Mus musculus,,,171540,34095,57180,62485232,0.010684,True,50977839,500018240,9.809,6.527,vocsc+zstd,False,True,34
GSE244756,Homo sapiens,Homo sapiens,10xv3,115818,12294,38606,62032089,0.043566,True,47317599,496305892,10.489,6.102,vocsc+zstd,False,True,13
GSE244797,Mus musculus,Mus musculus,10xv3,171540,108168,57180,31098729,0.001676,True,28857903,249222508,8.636,7.424,vocsc+zstd,False,True,106
GSE244805,Mus musculus,,,171540,17690,57180,16456186,0.005423,True,17172745,131720252,7.67,8.348,vocsc+zstd,False,True,18
GSE244839,Mus musculus,Mus musculus,10x_suspect,171540,88904,57180,118218328,0.007752,True,93567651,946102244,10.111,6.332,vocsc+zstd,False,True,87
GSE244877,Mus musculus,Mus musculus,10xv3,171540,98798,57180,60377209,0.003563,True,55520679,483412868,8.707,7.357,vocsc+zstd,False,True,97
GSE244921,Mus musculus,,,171540,20252,57180,25101300,0.007225,True,22123247,200891412,9.081,7.051,vocsc+zstd,False,True,20
GSE244923,Mus musculus,Mus musculus,10xv3,171540,11285,57180,54863631,0.028341,True,40613933,438954192,10.808,5.922,vocsc+zstd,False,True,12
GSE244946,Homo sapiens,Homo sapiens,10xv2,115818,17791,38606,25678307,0.012462,True,21409577,205497624,9.598,6.67,vocsc+zstd,False,True,18
GSE244964,Mus musculus,Mus musculus,10xv3,171540,20550,57180,52863192,0.014996,True,41526957,422987740,10.186,6.284,vocsc+zstd,False,True,21
GSE245035,Mus musculus,,,171540,38502,57180,19886139,0.003011,True,21649148,159243124,7.356,8.709,vocsc+zstd,False,True,38
GSE245073,Mus musculus,Mus musculus,10x_suspect,171540,5724,57180,15531226,0.015818,True,13312158,124272708,9.335,6.857,vocsc+zstd,False,True,6
GSE245074,Mus musculus,Mus musculus,10xv3,171540,26733,57180,96300204,0.021,True,76034142,770508568,10.134,6.316,vocsc+zstd,False,True,27
GSE245094,Mus musculus,Mus musculus,10x_suspect,171540,12763,57180,30050850,0.013726,True,25644966,240457856,9.376,6.827,vocsc+zstd,False,True,13
GSE245108,Homo sapiens,Homo sapiens,10xv3,115818,39680,38606,179463342,0.039051,True,133024605,1435865460,10.794,5.93,vocsc+zstd,False,True,39
GSE245112,Mus musculus,Mus musculus,10xv3,171540,15314,57180,34065257,0.012968,True,26590076,272583316,10.251,6.245,vocsc+zstd,False,True,15
GSE245201,Mus musculus,Mus musculus,10xv3,171540,249026,57180,144362319,0.003379,True,137236371,1155894660,8.423,7.605,vocsc+zstd,False,True,244
GSE245310,Homo sapiens,Homo sapiens,10xv3,115818,2806074,38606,468365205,0.001441,True,535866190,3758145940,7.013,9.153,vocsc+zstd,False,True,2741
GSE245320,Xenopus laevis,Xenopus laevis,10x_suspect,73842,11391,24614,13443641,0.015983,True,11178180,107594696,9.625,6.652,vocsc+zstd,False,True,12
GSE245330,Homo sapiens,Homo sapiens,10xv3,115818,27633,38606,76375171,0.023864,True,56169094,611111904,10.88,5.883,vocsc+zstd,False,True,27
GSE245386,Mus musculus,Mus musculus,10xv3,171540,50494,57180,208942912,0.024123,True,174003886,1671745276,9.608,6.662,vocsc+zstd,False,True,50
GSE245391,Mus musculus,Mus musculus,10xv3,171540,31918,57180,54747664,0.009999,True,46425092,438108988,9.437,6.784,vocsc+zstd,False,True,32
GSE245416,Homo sapiens,Homo sapiens,10xv2,115818,39595,38606,48076596,0.010484,True,40036840,384771152,9.61,6.662,vocsc+zstd,False,True,39
GSE245419,Macaca mulatta,Macaca mulatta,10x_suspect,106296,117074,35432,17250594,0.001386,True,20215856,138473052,6.85,9.375,vocsc+zstd,False,True,115
GSE245537,Mus musculus,Mus musculus,10xv3,171540,213886,57180,34318583,0.000935,True,41733015,275404212,6.599,9.728,vocsc+zstd,False,True,209
GSE245687,Mus musculus,Mus musculus,unknown_sc,171540,144814,57180,241651950,0.009728,True,198711147,1933794860,9.732,6.578,vocsc+zstd,False,True,142
GSE245716,Mus musculus,Mus musculus,10x_suspect,171540,285695,57180,299248126,0.006106,True,248389135,2395127792,9.643,6.64,vocsc+zstd,False,True,279
GSE245717,Mus musculus,Mus musculus,10xv3,171540,1385,57180,3375683,0.014208,True,4168822,27011008,6.479,9.88,vocsc+zstd,False,True,2
GSE245719,Homo sapiens,Homo sapiens,10xv3,115818,38119,38606,126542722,0.028663,True,95700970,1012494256,10.58,6.05,vocsc+zstd,False,True,38
GSE245722,Homo sapiens,,,115818,4903,38606,28177693,0.049621,True,20639225,225441160,10.923,5.86,vocsc+zstd,False,True,5
GSE245723,Homo sapiens,Homo sapiens,10x_suspect,115818,6185,38606,19948447,0.027848,True,15577641,159612320,10.246,6.247,vocsc+zstd,False,True,7
GSE245827,Mus musculus,Mus musculus,unknown,171540,3976,57180,14994645,0.021985,True,12605155,119973068,9.518,6.725,vocsc+zstd,False,True,4
GSE245850,Mus musculus,Mus musculus,10x_suspect,171540,349615,57180,173805528,0.002898,True,166806673,1391842688,8.344,7.678,vocsc+zstd,False,True,342
GSE245859,Homo sapiens,Homo sapiens,10x_suspect,115818,87235,38606,41778453,0.004135,True,33985376,334576568,9.845,6.508,vocsc+zstd,False,True,86
GSE245891,Homo sapiens,Homo sapiens,10xv3,115818,17560,38606,17167598,0.008441,True,15944107,137411028,8.618,7.43,vocsc+zstd,False,True,18
GSE245906,Homo sapiens,Homo sapiens,10xv3,115818,83189,38606,371584943,0.038567,True,289651141,2973012304,10.264,6.236,vocsc+zstd,False,True,82
GSE246038,Mus musculus,Mus musculus,10xv3,171540,3431,57180,15794888,0.026837,True,13259450,126372832,9.531,6.716,vocsc+zstd,False,True,4
GSE246155,Homo sapiens,Homo sapiens; Mus musculus,10xv3,115818,75039,38606,25814989,0.00297,True,24782925,206820072,8.345,7.68,vocsc+zstd,False,True,74
GSE246194,Mus musculus,,,171540,29455,57180,142133007,0.02813,True,98670071,1137181880,11.525,5.554,vocsc+zstd,False,True,29
GSE246242,Homo sapiens,Homo sapiens,10xv3,115818,3283,38606,12550536,0.033008,True,11067832,100417424,9.073,7.055,vocsc+zstd,False,True,4
GSE246280,Mus musculus,,,171540,11284,57180,62849344,0.032469,True,47443565,502839892,10.599,6.039,vocsc+zstd,False,True,12
GSE246333,Mus musculus,Mus musculus,10x_suspect,171540,9746,57180,15150419,0.009062,True,13570814,121242340,8.934,7.166,vocsc+zstd,False,True,10
GSE246385,Mus musculus,Mus musculus,10xv3,171540,24596,57180,63738532,0.015107,True,49438002,510006644,10.316,6.205,vocsc+zstd,False,True,25
GSE246420,Homo sapiens,Homo sapiens,10x_suspect,115818,96525,38606,38588574,0.003452,True,32991178,309094696,9.369,6.84,vocsc+zstd,False,True,95
GSE246481,Mus musculus,,,171540,32264,57180,81214158,0.014674,True,64083312,649842324,10.141,6.313,vocsc+zstd,False,True,32
GSE246498,Mus musculus,Mus musculus,10xv3,171540,12441,57180,25807583,0.012093,True,21606188,206510432,9.558,6.698,vocsc+zstd,False,True,13
GSE246502,Mus musculus,Mus musculus,10xv3,171540,6716,57180,11824739,0.010264,True,10923529,94624780,8.662,7.39,vocsc+zstd,False,True,7
GSE246535,Homo sapiens,Homo sapiens,10x_suspect,115818,97748,38606,37364531,0.0033,True,38989822,299307244,7.677,8.348,vocsc+zstd,False,True,96
GSE246574,Mus musculus,Mus musculus,10xv3,171540,63602,57180,39132249,0.003587,True,37534500,313312404,8.347,7.673,vocsc+zstd,False,True,63
GSE246662,Homo sapiens,Homo sapiens,10xv2,115818,7538,38606,35049213,0.040146,True,28661120,280423860,9.784,6.542,vocsc+zstd,False,True,8
GSE246714,Danio rerio,Danio rerio,10x_suspect,97560,487974,32520,108290586,0.002275,True,118196861,868276588,7.346,8.732,vocsc+zstd,False,True,477
GSE246768,Mus musculus,Mus musculus,10xv3,171540,79204,57180,25635914,0.001887,True,25758024,205404132,7.974,8.038,vocsc+zstd,False,True,78
GSE246842,Homo sapiens,Homo sapiens,10xv3,115818,7050,38606,21911252,0.026835,True,16864331,175318220,10.396,6.157,vocsc+zstd,False,True,7
GSE246850,Danio rerio,Danio rerio,10x_multiome,97560,6861,32520,1881834,0.002811,True,3015074,15082120,5.002,12.818,vocsc+zstd,False,True,7
GSE246970,Mus musculus,Mus musculus,10x_suspect,171540,193477,57180,106104350,0.003197,True,92087006,849608712,9.226,6.943,vocsc+zstd,False,True,189
GSE246994,Homo sapiens,,,115818,4321,38606,12482387,0.024942,True,11558127,99876384,8.641,7.408,vocsc+zstd,False,True,5
GSE247072,Mus musculus,Mus musculus,10x_suspect,171540,12409,57180,59063964,0.027747,True,46646349,472561352,10.131,6.318,vocsc+zstd,False,True,13
GSE247098,Homo sapiens,Homo sapiens,10xv3,115818,10955,38606,103501305,0.081575,True,72921153,828054264,11.355,5.636,vocsc+zstd,False,True,11
GSE247228,Mus musculus,,,171540,8606,57180,44296968,0.030006,True,36350686,354410172,9.75,6.565,vocsc+zstd,False,True,9
GSE247238,Homo sapiens,Homo sapiens,10xv3,115818,4429,38606,10664414,0.02079,True,10073455,85333032,8.471,7.557,vocsc+zstd,False,True,5
GSE247255,Mus musculus,Mus musculus,10x_suspect,171540,3367,57180,15874998,0.027486,True,12968642,127013456,9.794,6.535,vocsc+zstd,False,True,4
GSE247257,Unknown,Sus scrofa,10xv3,107010,138953,35670,518242436,0.034853,True,374102876,4146495304,11.084,5.775,vocsc+zstd,False,True,136
GSE247260,Mus musculus,Mus musculus,10x_suspect,171540,10413,57180,40200263,0.022505,True,31743723,321643760,10.133,6.317,vocsc+zstd,False,True,11
GSE247313,Mus musculus,Mus musculus,10xv3,171540,14244,57180,62497755,0.025578,True,49112786,500039020,10.181,6.287,vocsc+zstd,False,True,14
GSE247339,Mus musculus,,,171540,43375,57180,3289751,0.000442,True,7090330,26491512,3.736,17.242,vocsc+zstd,False,True,43
GSE247340,Mus musculus,Mus musculus,dropseq,171540,556599,57180,51969540,0.000544,True,71881793,417982720,5.815,11.065,vocsc+zstd,False,True,544
GSE247392,Mus musculus,Mus musculus,10xv3,171540,19312,57180,96770802,0.029211,True,72621876,774243668,10.661,6.004,vocsc+zstd,False,True,19
GSE247509,Mus musculus,Mus musculus,10xv3,171540,107869,57180,504919852,0.027287,True,350616996,4039790296,11.522,5.555,vocsc+zstd,False,True,106
GSE247547,Mus musculus,Mus musculus,10x_suspect,171540,7002,57180,42798358,0.035632,True,32872666,342414876,10.416,6.145,vocsc+zstd,False,True,7
GSE247625,Rattus norvegicus,Rattus norvegicus,10xv3,91686,12532,30562,37173480,0.032353,True,29849751,297437972,9.965,6.424,vocsc+zstd,False,True,13
GSE247795,Unknown,Saccharomyces cerevisiae,10xv3,21381,331580,21381,65636437,0.009258,True,57975806,526417820,9.08,7.066,vocsc+zstd,False,True,324
GSE247824,Homo sapiens,Homo sapiens,10xv3_5prime,115818,58778,38606,65218552,0.00958,True,66851388,521983532,7.808,8.2,vocsc+zstd,False,True,58
GSE247872,Mus musculus,Mus musculus,10xv3,171540,76182,57180,22180895,0.001697,True,23838349,177751892,7.457,8.598,vocsc+zstd,False,True,75
GSE247878,Mus musculus,,,171540,21328,57180,62306516,0.01703,True,48813584,498537444,10.213,6.268,vocsc+zstd,False,True,21
GSE247927,Mus musculus,,,171540,130966,57180,247756699,0.011028,True,189619841,1982577460,10.456,6.123,vocsc+zstd,False,True,128
GSE247961,Homo sapiens,Homo sapiens,10x_suspect,115818,31988,38606,274997270,0.074228,True,204644215,2200106116,10.751,5.953,vocsc+zstd,False,True,32
GSE247962,Homo sapiens,Homo sapiens,10xv3,115818,70803,38606,317554280,0.038725,True,250487754,2540717456,10.143,6.31,vocsc+zstd,False,True,70
