gse_id,species,catalog_species,protocol,nrows,ncols,n_genes,nnz,density,is_usa,pz_bytes,raw_int32_bytes,ratio,bits_per_nz,codec,has_transpose,has_obs_var,num_chunks
GSE220175,Mus musculus,,,171540,20285,57180,49219047,0.014145,True,41526692,393833520,9.484,6.75,vocsc+zstd,False,True,20
GSE220452,Mus musculus,Mus musculus,10xv2,171540,7442,57180,46865737,0.036711,True,33620611,374955668,11.153,5.739,vocsc+zstd,False,True,8
GSE220466,Mus musculus,Mus musculus,10x_suspect,171540,32499,57180,196859135,0.035312,True,139669418,1575003080,11.277,5.676,vocsc+zstd,False,True,32
GSE220468,Homo sapiens,Homo sapiens,10x_suspect,115818,17044,38606,77814812,0.03942,True,57094110,622586676,10.905,5.87,vocsc+zstd,False,True,17
GSE220472,Homo sapiens,Homo sapiens,10x_suspect,115818,9107,38606,61297590,0.058116,True,42727770,490417152,11.478,5.576,vocsc+zstd,False,True,9
GSE220478,Mus musculus,,,171540,3698,57180,2641634,0.004164,True,3956595,21147868,5.345,11.982,vocsc+zstd,False,True,4
GSE220615,Drosophila melanogaster,Drosophila melanogaster,10x_suspect,72834,78139,24278,85012541,0.014938,True,64190375,680412888,10.6,6.041,vocsc+zstd,False,True,77
GSE220624,Homo sapiens,Homo sapiens,10xv3,115818,12745,38606,28842609,0.01954,True,24450231,230791856,9.439,6.782,vocsc+zstd,False,True,13
GSE220625,Mus musculus,Mus musculus,10xv3,171540,19412,57180,171525563,0.05151,True,121520155,1372282156,11.293,5.668,vocsc+zstd,False,True,19
GSE220650,Homo sapiens,Homo sapiens,10xv3,115818,432142,38606,408261451,0.008157,True,366897106,3267820180,8.907,7.189,vocsc+zstd,False,True,423
GSE220658,Homo sapiens,Homo sapiens,10xv3,115818,77975,38606,51936385,0.005751,True,47581567,415802984,8.739,7.329,vocsc+zstd,False,True,77
GSE220675,Mus musculus,Mus musculus,10xv3,171540,79093,57180,222260155,0.016382,True,178681734,1778397616,9.953,6.431,vocsc+zstd,False,True,78
GSE220687,Mus musculus,Mus musculus,10x_suspect,171540,749,57180,2784944,0.021676,True,3634251,22282552,6.131,10.44,vocsc+zstd,False,True,1
GSE220730,Homo sapiens,Homo sapiens,10x_suspect,115818,9009,38606,44260593,0.042419,True,31679214,354120784,11.178,5.726,vocsc+zstd,False,True,9
GSE220732,Homo sapiens,Homo sapiens,10xv3,115818,7265,38606,71113437,0.084516,True,48572894,568936560,11.713,5.464,vocsc+zstd,False,True,8
GSE220733,Homo sapiens,Homo sapiens,10xv3,115818,16366,38606,58091161,0.030647,True,41594965,464794756,11.174,5.728,vocsc+zstd,False,True,16
GSE220734,Homo sapiens,Homo sapiens,10xv3,115818,12475,38606,42667847,0.029531,True,31640495,341392680,10.79,5.932,vocsc+zstd,False,True,13
GSE220735,Homo sapiens,Homo sapiens,10xv3,115818,4914,38606,24481757,0.043016,True,18397122,195873716,10.647,6.012,vocsc+zstd,False,True,5
GSE220736,Homo sapiens,Homo sapiens,10xv3,115818,8587,38606,34331592,0.03452,True,25530360,274687088,10.759,5.949,vocsc+zstd,False,True,9
GSE220737,Mus musculus,Mus musculus,10x_suspect,171540,1744,57180,17170893,0.057396,True,13794327,137374124,9.959,6.427,vocsc+zstd,False,True,2
GSE220774,Homo sapiens,Homo sapiens,10x_suspect,115818,2097,38606,8245366,0.03395,True,7522199,65971320,8.77,7.298,vocsc+zstd,False,True,3
GSE220836,Mus musculus,Mus musculus,10xv3,171540,9685,57180,18757678,0.011291,True,17154836,150100168,8.75,7.316,vocsc+zstd,False,True,10
GSE220840,Homo sapiens,,,115818,86643,38606,185269276,0.018463,True,139367621,1482500784,10.637,6.018,vocsc+zstd,False,True,85
GSE220871,Mus musculus,Mus musculus,10x_suspect,171540,15234,57180,43776009,0.016752,True,33867476,350269012,10.342,6.189,vocsc+zstd,False,True,15
GSE220901,Mus musculus,Mus musculus,10xv3_5prime,171540,61332,57180,33445396,0.003179,True,33677393,267808500,7.952,8.055,vocsc+zstd,False,True,60
GSE220913,Homo sapiens,Homo sapiens,10xv3,115818,21171,38606,92205114,0.037604,True,64336303,737725600,11.467,5.582,vocsc+zstd,False,True,21
GSE220946,Homo sapiens,Homo sapiens,10xv2,115818,33109,38606,55241428,0.014406,True,46507585,442063864,9.505,6.735,vocsc+zstd,False,True,33
GSE220959,Mus musculus,Mus musculus,10x_suspect,171540,17711,57180,79830542,0.026276,True,62083016,638715184,10.288,6.221,vocsc+zstd,False,True,18
GSE220969,Homo sapiens,Homo sapiens,10xv3_5prime,115818,76272,38606,18832287,0.002132,True,21390920,150963388,7.057,9.087,vocsc+zstd,False,True,75
GSE220977,Mus musculus,Mus musculus,dropseq,171540,374827,57180,52643737,0.000819,True,66698528,422649208,6.337,10.136,vocsc+zstd,False,True,367
GSE221002,Rattus norvegicus,Rattus norvegicus,10x_suspect,91686,7715,30562,45485216,0.064303,True,35381924,363912592,10.285,6.223,vocsc+zstd,False,True,8
GSE221006,Mus musculus,Mus musculus,10x_suspect,171540,128378,57180,233409965,0.010599,True,195297179,1867793236,9.564,6.694,vocsc+zstd,False,True,126
GSE221064,Mus musculus,Mus musculus,10xv3,171540,34336,57180,111525543,0.018935,True,85183571,892341692,10.476,6.11,vocsc+zstd,False,True,34
GSE221117,Homo sapiens,,,115818,4629,38606,33422892,0.062342,True,25029388,267401656,10.684,5.991,vocsc+zstd,False,True,5
GSE221162,Mus musculus,Mus musculus,10xv3,171540,2549,57180,13811639,0.031587,True,11444231,110503312,9.656,6.629,vocsc+zstd,False,True,3
GSE221184,Mus musculus,Mus musculus,10xv3,171540,12380,57180,60909345,0.028681,True,47718184,487324284,10.213,6.267,vocsc+zstd,False,True,13
GSE221215,Mus musculus,Mus musculus,10xv3,171540,586797,57180,280561930,0.002787,True,263147767,2246842632,8.538,7.503,vocsc+zstd,False,True,574
GSE221239,Drosophila melanogaster,Drosophila melanogaster,10xv3,72834,232504,24278,357952969,0.021138,True,259875584,2864553772,11.023,5.808,vocsc+zstd,False,True,228
GSE221362,Mus musculus,Mus musculus,10xv3,171540,5954,57180,40728106,0.039877,True,30277244,325848668,10.762,5.947,vocsc+zstd,False,True,6
GSE221365,Homo sapiens,,,115818,10946,38606,4679102,0.003691,True,5468844,37476604,6.853,9.35,vocsc+zstd,False,True,11
GSE221369,Mus musculus,,,171540,5764,57180,5754764,0.00582,True,6385437,46061172,7.213,8.877,vocsc+zstd,False,True,6
GSE221402,Mus musculus,Mus musculus,10xv3,171540,26488,57180,89554208,0.019709,True,70384657,716539620,10.18,6.288,vocsc+zstd,False,True,26
GSE221410,Mus musculus,,,171540,38321,57180,101981853,0.015514,True,75609006,816008112,10.792,5.931,vocsc+zstd,False,True,38
GSE221481,Mus musculus,Mus musculus,10xv3,171540,23566,57180,68531943,0.016953,True,58452683,548349812,9.381,6.823,vocsc+zstd,False,True,24
GSE221493,Homo sapiens,,,115818,420540,38606,311871310,0.006403,True,274070594,2496652644,9.11,7.03,vocsc+zstd,False,True,411
GSE221513,Mus musculus,Mus musculus,10xv3,171540,56967,57180,206198192,0.021101,True,164125015,1649813408,10.052,6.368,vocsc+zstd,False,True,56
GSE221522,Homo sapiens,Homo sapiens,10xv2,115818,5218,38606,10746223,0.017782,True,9516724,85990660,9.036,7.085,vocsc+zstd,False,True,6
GSE221533,Mus musculus,,,171540,232937,57180,76746137,0.001921,True,76426426,614900848,8.046,7.967,vocsc+zstd,False,True,228
GSE221534,Homo sapiens,,,115818,494840,38606,148080928,0.002584,True,146158749,1186626788,8.119,7.896,vocsc+zstd,False,True,484
GSE221569,Mus musculus,,,171540,29484,57180,82270617,0.016266,True,61732418,658282876,10.663,6.003,vocsc+zstd,False,True,29
GSE221581,Homo sapiens,,,115818,93704,38606,90735939,0.008361,True,77013679,726262332,9.43,6.79,vocsc+zstd,False,True,92
GSE221603,Homo sapiens,,,115818,8270,38606,7970039,0.008321,True,9129882,63793396,6.987,9.164,vocsc+zstd,False,True,9
GSE221688,Homo sapiens,Homo sapiens,10x_suspect,115818,7109,38606,14184697,0.017228,True,11990303,113506016,9.466,6.762,vocsc+zstd,False,True,7
GSE221704,Mus musculus,Mus musculus,10x_suspect,171540,24984,57180,16076779,0.003751,True,16041386,128714172,8.024,7.982,vocsc+zstd,False,True,25
GSE221724,Mus musculus,Mus musculus,10xv3,171540,120455,57180,373632390,0.018082,True,300515577,2989540944,9.948,6.434,vocsc+zstd,False,True,118
GSE221776,Homo sapiens,,,115818,281015,38606,135818979,0.004173,True,140958502,1087675896,7.716,8.303,vocsc+zstd,False,True,275
GSE221849,Homo sapiens,Homo sapiens,10xv3,115818,495220,38606,228119537,0.003977,True,226109217,1826937180,8.08,7.929,vocsc+zstd,False,True,484
GSE221882,Homo sapiens,Homo sapiens,10xv3,115818,10288,38606,72070333,0.060485,True,51036975,576603820,11.298,5.665,vocsc+zstd,False,True,11
GSE221883,Mus musculus,Mus musculus,10xv3,171540,176287,57180,299206540,0.009894,True,229765487,2394357472,10.421,6.143,vocsc+zstd,False,True,173
GSE221978,Mus musculus,Mus musculus,10xv3,171540,2261,57180,12941453,0.033367,True,12364087,103540672,8.374,7.643,vocsc+zstd,False,True,3
GSE221987,Homo sapiens,Homo sapiens,10xv3,115818,26382,38606,87004180,0.028475,True,72104500,696138972,9.655,6.63,vocsc+zstd,False,True,26
GSE222002,Mus musculus,Mus musculus,10x_suspect,171540,22607,57180,21933109,0.005656,True,19762589,175555304,8.883,7.208,vocsc+zstd,False,True,23
GSE222145,Mus musculus,Mus musculus,10x_suspect,171540,40368,57180,229398433,0.033127,True,154436942,1835348940,11.884,5.386,vocsc+zstd,False,True,40
GSE222192,Mus musculus,Mus musculus,10x_suspect,171540,42131,57180,159164729,0.022023,True,126093005,1273486360,10.1,6.338,vocsc+zstd,False,True,42
GSE222200,Homo sapiens,Homo sapiens,10xv3_5prime,115818,22605,38606,13446335,0.005136,True,13237655,107661104,8.133,7.876,vocsc+zstd,False,True,23
GSE222250,Mus musculus,Mus musculus,10xv3_5prime,171540,3198,57180,9533043,0.017378,True,9400006,76277140,8.115,7.888,vocsc+zstd,False,True,4
GSE222318,Homo sapiens,Homo sapiens,10xv3_5prime,115818,95427,38606,66737341,0.006038,True,64451777,534280440,8.29,7.726,vocsc+zstd,False,True,94
GSE222369,Homo sapiens,Homo sapiens,10x_suspect,115818,106422,38606,521963477,0.042348,True,380321990,4176133508,10.981,5.829,vocsc+zstd,False,True,104
GSE222410,Mus musculus,Mus musculus,10x_suspect,171540,42336,57180,272000167,0.037454,True,186749934,2176170684,11.653,5.493,vocsc+zstd,False,True,42
GSE222456,Mus musculus,Mus musculus,10xv3,171540,1209,57180,399775,0.001928,True,1970086,3203040,1.626,39.424,vocsc+zstd,False,True,2
GSE222486,Mus musculus,Mus musculus,10xv3,171540,1321,57180,4094,1.8e-05,True,1043605,38040,0.036,2039.287,vocsc+zstd,False,True,2
GSE222647,Homo sapiens,Homo sapiens,10xv3,115818,211284,38606,531256283,0.02171,True,429274188,4250895404,9.903,6.464,vocsc+zstd,False,True,207
GSE222703,Homo sapiens,Homo sapiens,10xv3,115818,21445,38606,67666955,0.027244,True,54338809,541421424,9.964,6.424,vocsc+zstd,False,True,21
GSE222711,Mus musculus,,,171540,29746,57180,46514568,0.009116,True,39147557,372235532,9.509,6.733,vocsc+zstd,False,True,30
GSE222722,Mus musculus,Mus musculus,10x_suspect,171540,31763,57180,23276991,0.004272,True,21589268,186342984,8.631,7.42,vocsc+zstd,False,True,32
GSE222785,Mus musculus,Mus musculus,10xv3,171540,6126,57180,8381377,0.007976,True,8587919,67075524,7.81,8.197,vocsc+zstd,False,True,6
GSE222791,Homo sapiens,Homo sapiens; Mus musculus,10x_suspect,115818,136294,38606,78615171,0.00498,True,75522162,629466548,8.335,7.685,vocsc+zstd,False,True,134
GSE222901,Mus musculus,Mus musculus,10xv3_5prime,171540,33402,57180,22842194,0.003987,True,22600456,182871164,8.091,7.915,vocsc+zstd,False,True,33
GSE222951,Homo sapiens,Mus musculus; Homo sapiens,unknown,115818,17073,38606,6883967,0.003481,True,7256544,55140032,7.599,8.433,vocsc+zstd,False,True,17
GSE223063,Homo sapiens,Homo sapiens,10xv3,115818,471555,38606,128839379,0.002359,True,115430357,1032601256,8.946,7.167,vocsc+zstd,False,True,461
GSE223099,Mus musculus,Mus musculus,10xv3,171540,7768,57180,23708185,0.017792,True,19191474,189696556,9.884,6.476,vocsc+zstd,False,True,8
GSE223109,Mus musculus,Mus musculus,10xv3,171540,19185,57180,85846191,0.026085,True,67434017,686846272,10.185,6.284,vocsc+zstd,False,True,19
GSE223125,Homo sapiens,,,115818,11234,38606,61297744,0.047112,True,43363668,490426892,11.31,5.659,vocsc+zstd,False,True,11
GSE223147,Danio rerio,Danio rerio,10x_suspect,97560,48706,32520,26341738,0.005544,True,26231424,210928732,8.041,7.966,vocsc+zstd,False,True,48
GSE223178,Homo sapiens,,,115818,27528,38606,79985311,0.025088,True,60718475,639992604,10.54,6.073,vocsc+zstd,False,True,27
GSE223222,Homo sapiens,Homo sapiens,10x_suspect,115818,6717,38606,11530239,0.014821,True,9926083,92268784,9.296,6.887,vocsc+zstd,False,True,7
GSE223268,Mus musculus,,,171540,27606,57180,95359909,0.020137,True,77811863,762989700,9.806,6.528,vocsc+zstd,False,True,27
GSE223311,Mus musculus,Mus musculus,10x_suspect,171540,18721,57180,69864555,0.021755,True,54421570,558991328,10.272,6.232,vocsc+zstd,False,True,19
GSE223428,Mus musculus,Mus musculus,10xv3,171540,25969,57180,67784551,0.015216,True,54680415,542380288,9.919,6.453,vocsc+zstd,False,True,26
GSE223461,Danio rerio,,,97560,12598,32520,17048643,0.013871,True,14924179,136439540,9.142,7.003,vocsc+zstd,False,True,13
GSE223550,Homo sapiens,Mus musculus; Homo sapiens,10xv3,115818,19829,38606,117131378,0.051003,True,85104345,937130344,11.012,5.813,vocsc+zstd,False,True,20
GSE223627,Mus musculus,Mus musculus,10xv3,171540,15466,57180,56716016,0.021378,True,41921161,453789996,10.825,5.913,vocsc+zstd,False,True,16
GSE223636,Danio rerio,Danio rerio,10x_multiome,97560,5854,32520,14250873,0.024953,True,11405998,114030404,9.997,6.403,vocsc+zstd,False,True,6
GSE223647,Mus musculus,Mus musculus,10x_suspect,171540,69103,57180,13215803,0.001115,True,16567247,106002840,6.398,10.029,vocsc+zstd,False,True,68
GSE223756,Homo sapiens,Homo sapiens,10x_suspect,115818,17895,38606,84975310,0.041,True,61728078,679874064,11.014,5.811,vocsc+zstd,False,True,18
GSE223813,Mus musculus,Mus musculus,10xv3,171540,18609,57180,85012066,0.026631,True,64932308,680170968,10.475,6.11,vocsc+zstd,False,True,19
GSE225503,Mus musculus,,,171540,23347,57180,23754271,0.005931,True,21172330,190127560,8.98,7.13,vocsc+zstd,False,True,23
GSE228354,Gallus gallus,Gallus gallus,10xv3,90324,80856,30108,31672334,0.004337,True,28394758,253702100,8.935,7.172,vocsc+zstd,False,True,79
GSE229578,Homo sapiens,,,115818,12398,38606,39632390,0.027601,True,29925550,317108716,10.597,6.041,vocsc+zstd,False,True,13
GSE235206,Homo sapiens,,,115818,14785,38606,54552779,0.031858,True,40721168,436481376,10.719,5.972,vocsc+zstd,False,True,15
GSE235619,Mus musculus,,,171540,10881,57180,4925852,0.002639,True,5000920,39450344,7.889,8.122,vocsc+zstd,False,True,11
GSE235665,Mus musculus,,,171540,20286,57180,10062927,0.002892,True,11944187,80584564,6.747,9.496,vocsc+zstd,False,True,20
GSE237643,Mus musculus,Mus musculus,10xv2,171540,25629,57180,21777201,0.004953,True,20024839,174320128,8.705,7.356,vocsc+zstd,False,True,26
GSE237954,Mus musculus,Mus musculus,unknown,171540,80726,57180,54076858,0.003905,True,44009755,432937772,9.837,6.511,vocsc+zstd,False,True,79
GSE239624,Mus musculus,,,171540,3982,57180,8311252,0.012167,True,7754997,66505948,8.576,7.465,vocsc+zstd,False,True,4
GSE239736,Mus musculus,Mus musculus; Homo sapiens,10xv2,171540,7469,57180,5446636,0.004251,True,6471365,43602968,6.738,9.505,vocsc+zstd,False,True,8
GSE239750,Homo sapiens,Homo sapiens,10x_suspect,115818,84747,38606,101290307,0.01032,True,101946515,810661448,7.952,8.052,vocsc+zstd,False,True,83
GSE239764,Homo sapiens,,,115818,96887,38606,57777916,0.005149,True,52007859,462610880,8.895,7.201,vocsc+zstd,False,True,95
GSE239780,Mus musculus,Mus musculus,10xv3,171540,2822,57180,13811500,0.028531,True,11920943,110503292,9.27,6.905,vocsc+zstd,False,True,3
GSE239795,Homo sapiens,Homo sapiens,10xv3,115818,254639,38606,354834479,0.012032,True,277141668,2839694392,10.246,6.248,vocsc+zstd,False,True,249
GSE239864,Homo sapiens,Homo sapiens,10x_suspect,115818,7505,38606,28623425,0.03293,True,21793440,229017424,10.509,6.091,vocsc+zstd,False,True,8
GSE239890,Homo sapiens,,,115818,46468,38606,25556489,0.004749,True,18206888,204637788,11.24,5.699,vocsc+zstd,False,True,46
GSE239932,Homo sapiens,Homo sapiens,10xv3,115818,4757,38606,26584499,0.048252,True,20320540,212695024,10.467,6.115,vocsc+zstd,False,True,5
GSE239941,Mus musculus,Mus musculus,10xv2,171540,10707,57180,31011651,0.016885,True,26171075,248136040,9.481,6.751,vocsc+zstd,False,True,11
GSE240016,Mus musculus,,,171540,87619,57180,175755090,0.011693,True,143281493,1406391200,9.816,6.522,vocsc+zstd,False,True,86
GSE240020,Mus musculus,Mus musculus,10x_suspect,171540,24605,57180,30516668,0.00723,True,27550374,244231768,8.865,7.222,vocsc+zstd,False,True,25
GSE240022,Mus musculus,Mus musculus,10xv3,171540,16944,57180,93795853,0.03227,True,69173097,750434604,10.849,5.9,vocsc+zstd,False,True,17
GSE240036,Mus musculus,Mus musculus,10xv3,171540,163724,57180,85971941,0.003061,True,72155766,688430428,9.541,6.714,vocsc+zstd,False,True,160
GSE240044,Mus musculus,Mus musculus,10xv3,171540,253891,57180,68465702,0.001572,True,75474023,548741184,7.271,8.819,vocsc+zstd,False,True,248
GSE240048,Mus musculus,Mus musculus,10xv3,171540,2853,57180,14961413,0.030571,True,13034393,119702720,9.184,6.97,vocsc+zstd,False,True,3
GSE240062,Mus musculus,Mus musculus,10xv3_5prime,171540,81887,57180,62164165,0.004425,True,56046802,497640872,8.879,7.213,vocsc+zstd,False,True,80
GSE240153,Homo sapiens,Homo sapiens,10xv3,115818,5269,38606,25299082,0.041457,True,18944780,202413736,10.684,5.991,vocsc+zstd,False,True,6
GSE240231,Mus musculus,Mus musculus,10xv3_5prime,171540,33026,57180,20855950,0.003681,True,19653113,166979708,8.496,7.539,vocsc+zstd,False,True,33
GSE240374,Mus musculus,Mus musculus,10xv3,171540,92530,57180,64648063,0.004073,True,56981295,517554628,9.083,7.051,vocsc+zstd,False,True,91
GSE240403,Mus musculus,,,171540,21015,57180,63096277,0.017503,True,50261939,504854280,10.044,6.373,vocsc+zstd,False,True,21
GSE240441,Homo sapiens,Homo sapiens,10xv3,115818,28815,38606,97073317,0.029087,True,75046463,776701800,10.35,6.185,vocsc+zstd,False,True,29
GSE240460,Mus musculus,Mus musculus,10x_suspect,171540,29531,57180,65263697,0.012883,True,49072869,522227704,10.642,6.015,vocsc+zstd,False,True,29
GSE240510,Mus musculus,Mus musculus,10xv3,171540,17904,57180,87223560,0.0284,True,70527983,697860100,9.895,6.469,vocsc+zstd,False,True,18
GSE240517,Mus musculus,,,171540,17794,57180,46850458,0.015349,True,36817388,374874844,10.182,6.287,vocsc+zstd,False,True,18
GSE240626,Mus musculus,Mus musculus,10xv3,171540,18679,57180,49327842,0.015395,True,39021805,394697456,10.115,6.329,vocsc+zstd,False,True,19
GSE240695,Mus musculus,Mus musculus,10x_suspect,171540,9953,57180,41572536,0.024349,True,29603970,332620104,11.236,5.697,vocsc+zstd,False,True,10
GSE240697,Mus musculus,Mus musculus,10xv3_5prime,171540,8632,57180,8193872,0.005534,True,8933615,65585508,7.341,8.722,vocsc+zstd,False,True,9
GSE240780,Danio rerio,Danio rerio,10x_suspect,97560,4160,32520,20788648,0.051223,True,16943377,166325828,9.817,6.52,vocsc+zstd,False,True,5
GSE240858,Homo sapiens,Homo sapiens,10xv2,115818,40305,38606,25550017,0.005473,True,29717217,204561360,6.884,9.305,vocsc+zstd,False,True,40
GSE240900,Homo sapiens,Homo sapiens,10xv3_5prime,115818,21018,38606,28527201,0.011719,True,24865741,228301684,9.181,6.973,vocsc+zstd,False,True,21
GSE240975,Mus musculus,Mus musculus,10xv3,171540,28136,57180,90586855,0.018769,True,67717579,724807388,10.703,5.98,vocsc+zstd,False,True,28
GSE240981,Homo sapiens,Homo sapiens,10xv3,115818,3149,38606,30481465,0.083577,True,22011535,243864320,11.079,5.777,vocsc+zstd,False,True,4
GSE240997,Mus musculus,,,171540,14301,57180,85150437,0.03471,True,60410152,681260704,11.277,5.676,vocsc+zstd,False,True,14
GSE241060,Homo sapiens,Homo sapiens,10xv3,115818,19682,38606,213231256,0.093542,True,149101422,1705928780,11.441,5.594,vocsc+zstd,False,True,20
GSE241083,Mus musculus,,,171540,101376,57180,110690764,0.006365,True,97102635,885931620,9.124,7.018,vocsc+zstd,False,True,99
GSE241115,Homo sapiens,Homo sapiens,10x_suspect,115818,11098,38606,2007357,0.001562,True,3312059,16103252,4.862,13.2,vocsc+zstd,False,True,11
GSE241135,Homo sapiens,Homo sapiens,10xv3_5prime,115818,2349,38606,7128777,0.026203,True,7227872,57039616,7.892,8.111,vocsc+zstd,False,True,3
GSE241213,Mus musculus,Mus musculus,10xv3,171540,145614,57180,31446781,0.001259,True,33804108,252156708,7.459,8.6,vocsc+zstd,False,True,143
GSE241228,Unknown,Sus scrofa,10xv3,107010,31385,35670,42371706,0.012616,True,35983905,339099192,9.424,6.794,vocsc+zstd,False,True,31
GSE241231,Mus musculus,Mus musculus,10xv3,171540,10517,57180,9002086,0.00499,True,9605740,72058760,7.502,8.536,vocsc+zstd,False,True,11
GSE241268,Mus musculus,Mus musculus,10xv3,171540,48807,57180,84803841,0.010129,True,69932641,678625960,9.704,6.597,vocsc+zstd,False,True,48
GSE241278,Mus musculus,Mus musculus,10x_suspect,171540,79023,57180,121521391,0.008965,True,98779128,972487224,9.845,6.503,vocsc+zstd,False,True,78
GSE241296,Danio rerio,Danio rerio,10x_suspect,97560,79248,32520,29715743,0.003843,True,30576270,238042940,7.785,8.232,vocsc+zstd,False,True,78
GSE241334,Mus musculus,Mus musculus,10xv3,171540,19021,57180,104928136,0.032158,True,87598300,839501176,9.584,6.679,vocsc+zstd,False,True,19
GSE241364,Mus musculus,Mus musculus,10xv3,171540,10540,57180,33001080,0.018252,True,27125433,264050804,9.734,6.576,vocsc+zstd,False,True,11
GSE241386,Homo sapiens,Homo sapiens,10xv3,115818,15600,38606,24082308,0.013329,True,21109668,192720868,9.13,7.013,vocsc+zstd,False,True,16
GSE241408,Mus musculus,Mus musculus,10x_atac,171540,106829,57180,78530322,0.004285,True,65304935,628669896,9.627,6.653,vocsc+zstd,False,True,105
GSE241417,Homo sapiens,Homo sapiens,10x_suspect,115818,33254,38606,109002821,0.028302,True,91449006,872155588,9.537,6.712,vocsc+zstd,False,True,33
GSE241441,Homo sapiens,Homo sapiens,10xv3,115818,7656,38606,20525053,0.023148,True,15639643,164231052,10.501,6.096,vocsc+zstd,False,True,8
GSE241462,Mus musculus,Mus musculus,bd_rhapsody,171540,2777,57180,9252756,0.019424,True,8497907,74033160,8.712,7.347,vocsc+zstd,False,True,3
GSE241488,Mus musculus,Mus musculus,10xv3,171540,19416,57180,12523188,0.00376,True,12447005,100263172,8.055,7.951,vocsc+zstd,False,True,19
GSE241514,Mus musculus,Mus musculus,10x_suspect,171540,8586,57180,31486503,0.021378,True,27293503,251926372,9.23,6.935,vocsc+zstd,False,True,9
GSE241515,Mus musculus,Mus musculus,10xv3_5prime,171540,34850,57180,11225166,0.001878,True,12514315,89940732,7.187,8.919,vocsc+zstd,False,True,35
GSE241561,Mus musculus,,,171540,166273,57180,32812399,0.00115,True,38088573,263164288,6.909,9.286,vocsc+zstd,False,True,163
GSE241606,Mus musculus,,,171540,25052,57180,76611208,0.017827,True,58115483,612989876,10.548,6.069,vocsc+zstd,False,True,25
GSE241675,Mus musculus,Mus musculus,10xv3,171540,5781,57180,15573421,0.015704,True,14726449,124610496,8.462,7.565,vocsc+zstd,False,True,6
GSE241700,Mus musculus,Mus musculus,10xv2,171540,10802,57180,1815514,0.00098,True,3735137,14567324,3.9,16.459,vocsc+zstd,False,True,11
GSE241723,Homo sapiens,Homo sapiens,10xv3,115818,71110,38606,287579602,0.034918,True,222448117,2300921260,10.344,6.188,vocsc+zstd,False,True,70
GSE241736,Mus musculus,,,171540,11430,57180,28650080,0.014612,True,23715737,229246364,9.666,6.622,vocsc+zstd,False,True,12
GSE241737,Homo sapiens,,,115818,18256,38606,69000266,0.032634,True,54684911,552075156,10.096,6.34,vocsc+zstd,False,True,18
GSE241739,Homo sapiens,Homo sapiens,10xv3,115818,38394,38606,86153947,0.019375,True,72681025,689385156,9.485,6.749,vocsc+zstd,False,True,38
GSE241748,Mus musculus,Mus musculus,10x_suspect,171540,27572,57180,4673642,0.000988,True,5272359,37499428,7.112,9.025,vocsc+zstd,False,True,27
GSE241749,Mus musculus,Mus musculus,10x_suspect,171540,3482,57180,10465626,0.017521,True,9781888,83738940,8.561,7.477,vocsc+zstd,False,True,4
GSE241750,Mus musculus,,,171540,39396,57180,50782342,0.007514,True,42590551,406416324,9.542,6.71,vocsc+zstd,False,True,39
GSE241814,Mus musculus,Mus musculus,10xv3,171540,4094,57180,28594964,0.040717,True,21863139,228776092,10.464,6.117,vocsc+zstd,False,True,4
GSE241857,Unknown,,,51459,8626,51459,35536748,0.080058,True,27320786,284328492,10.407,6.15,vocsc+zstd,False,True,9
GSE241877,Mus musculus,Mus musculus,10x_suspect,171540,18226,57180,69313278,0.02217,True,55122330,554579132,10.061,6.362,vocsc+zstd,False,True,18
GSE241880,Mus musculus,Mus musculus,10xv3,171540,5181,57180,2409721,0.002711,True,3957059,19298496,4.877,13.137,vocsc+zstd,False,True,6
GSE241979,Mus musculus,,,171540,6493,57180,19806679,0.017783,True,17422685,158479408,9.096,7.037,vocsc+zstd,False,True,7
GSE241989,Homo sapiens,Homo sapiens,10x_suspect,115818,22281,38606,97529428,0.037794,True,73529947,780324552,10.612,6.031,vocsc+zstd,False,True,22
GSE241997,Mus musculus,Mus musculus,10xv3,171540,122004,57180,94888050,0.004534,True,80704712,759592420,9.412,6.804,vocsc+zstd,False,True,120
GSE241998,Homo sapiens,Homo sapiens,10xv3,115818,230621,38606,348632761,0.013052,True,265624971,2789984576,10.503,6.095,vocsc+zstd,False,True,226
GSE241999,Homo sapiens,Homo sapiens,10xv3,115818,16270,38606,81969771,0.0435,True,57502810,655823252,11.405,5.612,vocsc+zstd,False,True,16
GSE242001,Mus musculus,Mus musculus,10xv3,171540,78443,57180,106918854,0.007946,True,85334626,855664608,10.027,6.385,vocsc+zstd,False,True,77
GSE242119,Mus musculus,Mus musculus,10x_suspect,171540,10380,57180,10489032,0.005891,True,10498655,83953780,7.997,8.007,vocsc+zstd,False,True,11
GSE242133,Danio rerio,Danio rerio,10x_suspect,97560,28455,32520,76328944,0.027495,True,64107428,610745376,9.527,6.719,vocsc+zstd,False,True,28
GSE242197,Homo sapiens,,,115818,509913,38606,496617134,0.008409,True,423183362,3974976728,9.393,6.817,vocsc+zstd,False,True,498
GSE242271,Homo sapiens,Homo sapiens,10xv3,115818,115747,38606,147927083,0.011035,True,128373139,1183879656,9.222,6.943,vocsc+zstd,False,True,114
