gse_id,nnz,nrows,ncols,experiment,codec,level,file_bytes,raw_int32_bytes,ratio_vs_int32,ratio_vs_theory,write_median_s,read_median_s,write_mbps,read_mbps,H_value_bits,H_gap_bits,pz_default_bytes
GSE223222,11530239,115818,6717,zstd_level,zstd-1,1,9422351,92241912,9.789691765887303,0.7839857620190215,0.3002827800810337,0.06830402510240674,307.1834887605203,1350.460852954181,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-2,2,9464965,92241912,9.745615752409016,0.7875314555792252,0.30162358563393354,0.06965502398088574,305.81796780292143,1324.2678952391489,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-3,3,9539875,92241912,9.669090213446193,0.7937643345531505,0.3197721391916275,0.06927465880289674,288.4613782588572,1331.5390302022372,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-4,4,9577024,92241912,9.631584091258413,0.7968553133410607,0.3306486289948225,0.06987213995307684,278.9726129529615,1320.15295455307,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-5,5,9507252,92241912,9.702268541950923,0.7910499411375002,0.34428158309310675,0.07042167615145445,267.9257809008456,1309.851128814617,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-6,6,9468635,92241912,9.741838395925072,0.7878368175580572,0.3525728560052812,0.06968640396371484,261.6251093323483,1323.6715736979288,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-7,7,9462500,92241912,9.748154504623514,0.7873263555035246,0.3639122839085758,0.07070895796641707,253.4729276222332,1304.529364494523,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-8,8,9447201,92241912,9.763940875186206,0.7860534037557996,0.37450363114476204,0.0701733692549169,246.30445295827977,1314.4860077177611,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-9,9,9446469,92241912,9.7646974758505,0.7859924977698309,0.3857135199941695,0.07054759887978435,239.14617253083156,1307.5131324764652,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-10,10,9437192,92241912,9.77429642207131,0.7852206059230668,0.42042270582169294,0.07045292388647795,219.40278372862446,1309.2701751971435,1.2485776231824826,7.090403396865599,9926083
